municipio,barrio,actividad_principal,codigo_ciiu,clasificación_de_la_empresa,sector_económico,nombre_cargo,numero_de_vacantes,numero_días_a_laborar_por_semana,salario_honorarios,tipo_de_contrato,duración_contrato_(meses),discapacidad,rango_edad,sexo,nivel_educativo,título,nivel_educativo_finalizado,capacitación_específica,manejo_programas_informáticos,programas_informáticos,años_de_experiencia_requerida,disponibilidad_fuera_ciudad,requiere_vehiculo,vehiculo,categoria,visa_pasaporte,idiomas
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar general – steward,2,6,689455,obra o labor,12,no dato,entre 25 y 45,masculino,media (10° - 13°),bachiller,si,manipulación de alimentos,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de dietas o distribución de dietas,2,6,781242,obra o labor,3,no dato,mayor o igual que 18,femenino,media (10° - 13°),bachiller,si,manipulación de alimentos,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,parrillera - cocinera,1,6,781242,obra o labor,3,no dato,mayor o igual que 18,femenino,media (10° - 13°),bachiller,si,manipulación de alimentos,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar general - steward,2,6,781242,obra o labor,4,no dato,mayor o igual que 18,masculino,media (10° - 13°),bachiller,si,manipulación de alimentos,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de bodega,1,6,781242,obra o labor,4,no dato,mayor o igual que 18,masculino,media (10° - 13°),bachiller,si,manipulación de alimentos,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxliar general – auxiliar de parrilla,1,6,828116,termino fijo,4,no dato,mayor o igual que 18,femenino,media (10° - 13°),bachiller,si,manipulación de alimentos,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,parrilera - cocina industrial,1,6,900000,termino fijo,4,no dato,mayor o igual que 18,femenino,media (10° - 13°),bachiller,si,manipulación de alimentos,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,ingeniero geotecnista,1,6,2464001-3080000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,especialización,ingeniero geotecnista,si,geotecnia,si,"autocad, argiss, software de diseño hidraulico y vias",2 años,si,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,ingeniero hidrologo,1,6,2464001-3080000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,especialización,ingeniero civil - hidrologo,si,hidrologia,si,"autocad, software de diseño en hidrologia",2 años,si,no,no aplica,no aplica,no,inglés
no dato,no dato,no dato,no dato,no dato,no dato,ingeniero hidráulico,1,6,2464001-3080000,termino indefinido,6,no dato,mayor o igual que 25,indiferente,especialización,ingeniero hidráulico,si,hidráulica y afines,si,excel,2 años,si,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,ingeniero ambiental,1,6,2464001-3080000,termino indefinido,6,no dato,mayor o igual que 25,indiferente,profesional,ingeniero ambiental,si,daa - eia,si,arcgis,2 años,si,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,coordinador pymmes,1,6,800000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,tecnologo,"administrativo, comercial o afines",si,no aplica,si,office,1 año,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,analista desarrollador jr,1,5,900,termino fijo,6,no dato,mayor o igual que 18,indiferente,tecnologico,informática o sistemas,si,no aplica,si,desarrollador,0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,ingeniero de sistemas,5,5,1500000,termino fijo,3,no dato,mayor o igual que 18,indiferente,tecnologico,ingeniero de sistemas,si,no aplica,si,linux y potsgresql,0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,analista desarrollador,1,5,2000000,termino indefinido,6,no dato,entre 25 y 50,indiferente,profesional,ingeniero de sistemas,si,no aplica,si,"java, html5, eclipse",24 meses,si,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,servicios generales,1,6,71835,termino indefinido,6,no dato,entre 25 y 40,femenino,secundaria (6° - 9°),secundaria,no,no aplica,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de producción de alimentos,1,6,71835,termino fijo,3,no dato,mayor o igual que 18,femenino,secundaria (6° - 9°),secundaria,no,no aplica,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,mayordomo,1,6,800000,termino fijo,6,no dato,entre 30 y 50,masculino,secundaria (6° - 9°),secundaria,no,no aplica,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,operaria,20,6,64435,termino indefinido,6,no dato,entre 19 y 65,indiferente,primaria (1° - 5°),primaria,si,manejo de máquinas de confección,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar administrativo,1,5,800000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,técnico,secretariado,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,tecnólogo en salud ocupacional,1,6,1000000,termino fijo,12,no dato,mayor o igual que 22,indiferente,tecnologico,tecnólogo en salud ocupacional,si,trabajo en alturas,si,"excel, word",6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de metodos y tiempos,1,6,730000,termino fijo,11,no dato,mayor o igual que 19,indiferente,técnico,tecnico en metodos y tiempos,si,no aplica,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de logistica y mantenimiento,1,6,828116,termino indefinido,6,no dato,mayor o igual que 18,indiferente,media (10° - 13°),auxiliar de mantenimiento,si,no aplica,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de cocina,2,6,828116,termino indefinido,6,no dato,mayor o igual que 18,indiferente,media (10° - 13°),auxiliar de cocina,si,curso de manipulación de alimentos,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,mesero,5,6,828116,termino indefinido,6,no dato,mayor o igual que 18,indiferente,media (10° - 13°),bachiller académico,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,líder de nomina,1,6,1900000,termino indefinido,6,no dato,entre 25 y 35,indiferente,tecnologico,"tecnologo en gestión humana, profesional en administración, contabilidad.",si,manejo de software siesa,si,office,1 año,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,programador,1,5,900000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,técnico,sistemas,si,no aplica,si,"web, android, java fx, ras berry pi,",0,si,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,diseñador grafico,1,5,800000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,tecnico,tecnico o tecnologo en diseño o afines,si,no aplica,si,"herramientas de diseño grafico, publicidad y multimedia",0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,conductor,2,6,644350,termino indefinido,6,no dato,mayor o igual que 18,masculino,media (10° - 13°),bachiller y tecnico,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,secretaria,1,6,900000,termino fijo,3,no dato,entre 25 y 45,femenino,técnico,secretariado o afines,si,no aplica,si,office,4 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,cajera vendedora,2,6,950,termino fijo,3,no dato,mayor o igual que 25,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,vendedor externo,2,5,900000,termino indefinido,6,no dato,entre 30 y 36,femenino,bachiller,bachiller,si,no aplica,si,no aplica,4 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,regente de farmacia,2,5,1000,termino indefinido,6,no dato,entre 27 y 36,femenino,tecnologico,regente de farmacia,si,no aplica,si,office,3 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de corte,15,5,811488,termino fijo,3,no dato,entre 18 y 40,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,operaria de confección,20,5,811488,termino fijo,3,no dato,entre 18 y 40,femenino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,patronista de confeccion,2,5,1700000,termino fijo,3,no dato,entre 25 y 40,indiferente,media (10° - 13°),bachiller o técnico en patronaje textil,si,no aplica,si,office,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auditor de calidad de confeccion ropa interior,1,5,1050000,termino fijo,3,no dato,entre 25 y 40,indiferente,primaria (1° - 5°),básica primaria,si,calidad ropa interior,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,muestrera de confeccion de ropa interior,1,5,900000,termino fijo,3,no dato,entre 25 y 40,indiferente,primaria (1° - 5°),basica primaria,si,confeccion ropa interior,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de corte ropa interior,3,5,811488,termino fijo,3,no dato,entre 18 y 40,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,operaria de confección ropa interior,3,5,811488,termino fijo,3,no dato,entre 18 y 40,femenino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,operaria de confeccion de ropa interior,2,6,811488,termino fijo,3,no dato,entre 20 y 45,femenino,ninguno,confeccionista,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de despacho,1,6,811488,termino fijo,3,no dato,entre 20 y 45,masculino,media (10° - 13°),bachiller,si,no aplica,si,office,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de bodega,1,6,811488,termino fijo,3,no dato,entre 20 y 45,masculino,media (10° - 13°),bachiller,si,bodega,si,office,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de corte ropa interior,5,6,811488,termino fijo,3,no dato,entre 20 y 45,masculino,secundaria (6° - 9°),básica secundaria,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de calidad,1,5,1050000,termino fijo,3,no dato,entre 20 y 45,indiferente,técnico,diseño de modas o confecciones,si,ropa interior,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,operaria de confeccion de ropa interior,2,6,811488,termino fijo,3,no dato,entre 20 y 45,femenino,ninguno,confeccionista,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de despacho,1,6,811488,termino fijo,3,no dato,entre 20 y 45,masculino,media (10° - 13°),bachiller,si,no aplica,si,office,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,diseñador junior,1,5,2000000,termino fijo,3,no dato,entre 20 y 45,femenino,técnico,diseño de modas,si,no aplica,si,optitex,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,operaria de muestras de confección,1,5,1018457,termino fijo,3,no dato,entre 20 y 47,femenino,media (10° - 13°),bachiller,si,conocimientos en ropa interior y/o vestidos de baño y en el dominio del las maquinas de confección.,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de diseño de sublimación,1,6,1500000,termino fijo,3,no dato,entre 20 y 45,femenino,técnico,diseño de modas o diseño gráfico,si,no aplica,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,operaria de confeccion -  ropa interior,4,6,811488,termino fijo,3,no dato,entre 20 y 45,femenino,primaria (1° - 5°),básica primaria,si,maquinas de confección,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de bodega,1,5,859366,termino fijo,3,no dato,entre 20 y 45,masculino,primaria (1° - 5°),básica primaria,si,no aplica,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de corte,3,6,859366,termino fijo,3,no dato,entre 20 y 45,masculino,media (10° - 13°),bachiller,si,cortre de telas,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de bodega (telas),1,5,859366,termino fijo,3,no dato,entre 20 y 45,masculino,primaria (1° - 5°),basica primaria,si,telas,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,operaria de confección ropa interior,2,6,859366,termino fijo,3,no dato,entre 20 y 47,femenino,ninguno,-,no,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de corte,1,6,859366,termino fijo,3,no dato,entre 20 y 45,masculino,secundaria (6° - 9°),básica seundaria,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,operaria de confección,2,6,859366,termino fijo,3,no dato,entre 20 y 47,femenino,ninguno,-,no,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,patronista (fichas técnicas,2,5,900000,termino fijo,3,no dato,entre 22 y 47,indiferente,técnico,patronismo,si,no aplica,si,office,18 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,operaria de confección,3,6,859388,termino fijo,3,no dato,mayor o igual que 18,indiferente,primaria (1° - 5°),basica primaria,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,mensajero,1,5,859366,termino fijo,3,no dato,mayor o igual que 18,masculino,secundaria (6° - 9°),básica secundaria,si,no aplica,no,no aplica,6 meses,no,si,moto,a2,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,analista de diseño,1,5,2000000-2500000,termino fijo,3,no dato,mayor o igual que 18,indiferente,técnico,diseño de modas,si,optitex y también deben manejar ilustrator o corel,si,office,12 meses,no,no,no aplica,no aplica,no,inglés
no dato,no dato,no dato,no dato,no dato,no dato,revisadora de confección,1,6,859388,termino fijo,3,no dato,mayor o igual que 18,femenino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de despacho,1,6,859366,termino fijo,3,no dato,mayor o igual que 18,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de corte,1,6,859366,termino fijo,3,no dato,mayor o igual que 18,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,operaria de muestras de confección,1,5,1018457,termino fijo,3,no dato,mayor o igual que 18,femenino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,revisor de telas,1,6,960000,termino fijo,4,no dato,mayor o igual que 18,masculino,media (10° - 13°),bachiller,si,no aplica,si,office,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,patronista (fichas técnicas),1,6,1200000,termino fijo,4,no dato,mayor o igual que 18,indiferente,técnico,patronaje,si,no aplica,si,office,18 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,operaria de confección,2,6,910928,termino fijo,4,no dato,mayor o igual que 18,femenino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de bodega (telas),1,6,910962,termino fijo,4,no dato,mayor o igual que 18,masculino,secundaria (6° - 9°),básica secundaria,si,no aplica,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,patronista,1,6,1900000,termino fijo,6,no dato,mayor o igual que 18,indiferente,técnico,patronaje,si,patronaje,si,optitex,18 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,fichas técnicas – patronista,1,6,1200000,termino fijo,4,no dato,mayor o igual que 18,indiferente,técnico,patronista,si,no aplica,si,office,18 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,muestrera (operaria de confección),2,6,1079000,termino fijo,3,no dato,mayor o igual que 18,indiferente,técnico,confección,si,no aplica,no,no aplica,18 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,fichas técnicas – patronista,2,6,1200000,termino fijo,4,no dato,mayor o igual que 18,indiferente,técnico,patronista,si,no aplica,si,office,18 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,patronista,3,6,1600001-1900000,termino fijo,4,no dato,mayor o igual que 18,indiferente,técnico,patronaje,si,no aplica,si,optitex,18 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,extendedoras de tela,2,6,910928,termino fijo,4,no dato,mayor o igual que 18,femenino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de calidad,1,6,1200000,termino fijo,4,no dato,mayor o igual que 18,indiferente,técnico,diseño de modas o confecciones,si,no aplica,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,trazador de confección,1,6,1200000,termino fijo,4,no dato,mayor o igual que 18,indiferente,técnico,diseño de modas,si,no aplica,no,no aplica,18 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar contable,1,6,1100000,termino fijo,12,no dato,menor o igual que 18,indiferente,técnico,contabilidad,si,no aplica,si,"paquetes contables, office",2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,operariao de producción,1,6,64435,termino fijo,12,no dato,menor o igual que 18,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,gerente de zona (vendedor),4,6,1154000,termino indefinido,6,no dato,entre 35 y 45,femenino,técnico,técnico comercial,no,no aplica,si,herramientas ofimáticas,2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de cocina,2,6,695000,termino indefinido,6,no dato,entre 18 y 30,masculino,media (10° - 13°),gastronomia o afines,si,gastronomía o afines,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,asesor,5,6,689500,obra o labor,11,no dato,entre 19 y 35,femenino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,ingeniero de alimentos,1,6,1500000,termino indefinido,6,no dato,entre 25 y 40,indiferente,profesional,ingeniero de alimentos,si,no aplica,no,no aplica,12 meses,si,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,coordinador logistico de producción,1,6,1000000,termino indefinido,6,no dato,entre 25 y 45,masculino,tecnologico,"producción, logístico",si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,anfitrion de restaurante,1,6,1200000,termino indefinido,6,no dato,entre 25 y 40,masculino,técnico,"cocinero, servicio al cliente",si,no aplica,no,no aplica,12 meses,si,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,coordinador logistico de producción,1,6,1200000,termino indefinido,6,no dato,entre 25 y 40,masculino,tecnologico,"producción, logística",si,no aplica,no,no aplica,12 meses,si,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,conductor,1,6,644350-1100000,obra o labor,3,no dato,mayor o igual que 30,masculino,secundaria (6° - 9°),secundaria,si,primeros auxilios,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar contable,1,6,450,termino indefinido,6,no dato,entre 25 y 35,femenino,técnico,auxiliar contable,si,no aplica,si,"word, excel, paquete contable",2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,servicios generales,1,6,64435,termino indefinido,6,no dato,entre 35 y 45,femenino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,encargado punto de venta,6,6,616000,termino fijo,12,no dato,mayor o igual que 18,indiferente,media (10° - 13°),bachiller,si,no aplica,si,office,0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,pizzero,4,6,644350,termino fijo,12,no dato,mayor o igual que 18,masculino,secundaria (6° - 9°),ninguno,no,manipulacion de alimentos preferiblemente,no,no aplica,0,no,no,no aplica,no aplica,pasaporte,no dato
no dato,no dato,no dato,no dato,no dato,no dato,domiciliario,8,6,644350,termino fijo,12,no dato,entre 20 y 52,masculino,secundaria (6° - 9°),ninguno,no,no aplica,no,no aplica,0,no,si,moto,a1,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,administrador,6,6,689455,termino fijo,11,no dato,entre 25 y 50,indiferente,secundaria (6° - 9°),bachiller,no,curso manipulación de alimentos,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,domiciliario,12,6,689455,termino fijo,11,no dato,entre 18 y 52,indiferente,secundaria (6° - 9°),bachiller,no,curso manipulación de alimentos,no,no aplica,6 meses,no,si,moto,a2,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,ayudante de construcción,50,6,781242,obra o labor,3,no dato,entre 18 y 55,masculino,ninguno,.,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,ayudante para obra civil,50,6,781242,obra o labor,3,no dato,entre 18 y 40,masculino,ninguno,0,no,no aplica,no,no aplica,3 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,plomero,2,5,1290000,obra o labor,12,no dato,entre 32 y 45,masculino,media (10° - 13°),bachiller academico,si,no aplica,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,ayudante de obra,2,6,737717,obra o labor,3,no dato,entre 32 y 43,masculino,media (10° - 13°),bachiller academico,si,trabajo en alturas,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,conductor,2,6,692,termino fijo,6,no dato,mayor o igual que 18,masculino,secundaria (6° - 9°),secundaria,no,no aplica,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,practicante administrativo,2,6,737717,aprendizaje,6,no dato,entre 18 y 35,indiferente,media (10° - 13°),bachiller,si,no aplica,si,office,0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,asistente de gerencia,1,6,1500000,termino indefinido,6,no dato,mayor o igual que 20,indiferente,tecnologico,administración de empresas,no,no aplica,si,office,2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de distribución,3,6,781242,termino indefinido,6,no dato,mayor o igual que 18,indiferente,secundaria (6° - 9°),básica secundaria,si,no aplica,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar contable,1,6,800,termino fijo,6,no dato,entre 22 y 25,indiferente,técnico,técnico en contabilidad,si,no aplica,si,"excel, word",12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,asistente de gerencia,1,5,1000000-1200000,termino indefinido,6,no dato,entre 30 y 50,indiferente,técnico,administración,si,no aplica,si,office,3 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,supervisor civil,1,5,3000000,obra o labor,6,no dato,entre 30 y 45,masculino,tecnologico,construccion civil,si,no aplica,si,"excel, word, power point, autocad",4 años,si,no,no aplica,c2,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,administrador punto de venta,5,6,1200000,termino indefinido,6,no dato,entre 30 y 50,indiferente,técnico,técnico administración,si,no aplica,si,"excel, word",3 meses,no,si,moto,a1,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,ingeniero civil diseño de vias,1,6,2464001-3080000,obra o labor,11,no dato,mayor o igual que 18,indiferente,profesional,ingeniero civil,si,diseño de vias,si,autocad,6 meses,si,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar empresarial,1,6,64435,termino indefinido,6,no dato,mayor o igual que 18,indiferente,técnico,técnico administración,si,no aplica,si,"excel, word, powerpoint, email.",0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar empresarial,1,6,64435,termino fijo,12,no dato,mayor o igual que 18,femenino,técnico,técnico en administración,si,manejo de contabilidad,si,"excel, word",0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar contable,1,6,700,termino fijo,12,no dato,mayor o igual que 18,femenino,técnico,técnico contable,si,no aplica,si,"excel, word",0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de cocina,2,6,1000000,termino indefinido,6,no dato,mayor o igual que 19,indiferente,técnico,cocina,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,operario hilanderia,1,6,644350,termino fijo,3,no dato,entre 30 y 50,masculino,media (10° - 13°),bachiller,no,no aplica,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de logistica,1,5,644350,termino fijo,3,no dato,mayor o igual que 30,masculino,media (10° - 13°),bachiller,si,no aplica,si,"word, excel",0,no,no,no aplica,no aplica,no,no dato
